id	name	genus	phylum	kingdom	tax2	num_M	num_bchlD	num_bchlD_fs
5054	Chitinophaga terrae Kim and Jung 2007	Chitinophaga	Bacteroidetes	Bacteria	Chitinophagia	0	0	0
5055	Eubacterium aggregans	Eubacterium	Firmicutes	Bacteria	Clostridia	0	0	0
5056	Alkalimonas amylolytica	Alkalimonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5057	Marinobacterium georgiense DSM 11526	Marinobacterium	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5058	Thermoleophilum album	Thermoleophilum	Actinobacteria	Bacteria	Thermoleophilia	1	1	0
5059	Chryseobacterium bovis DSM 19482	Chryseobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5060	Flavobacterium marinum	Flavobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5061	Paracoccus alkenifer	Paracoccus	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5062	Fructobacillus pseudoficulneus	Fructobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5063	Halopenitus malekzadehii	Halopenitus	Euryarchaeota	Archaea	Halobacteria	0	0	0
5064	Halobacillus karajensis	Halobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5065	Chryseobacterium hominis	Chryseobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5066	Mycobacterium rutilum	Mycobacterium	Actinobacteria	Bacteria	Corynebacteriales	1	1	0
5067	Pseudomonas fuscovaginae	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	1
5068	Dyadobacter koreensis	Dyadobacter	Bacteroidetes	Bacteria	Cytophagia	2	2	0
5069	Pseudospirillum japonicum	Pseudospirillum	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5070	Flavobacterium terrigena	Flavobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5071	Cribrihabitans marinus	Cribrihabitans	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5072	Halohasta litchfieldiae	Halohasta	Euryarchaeota	Archaea	Halobacteria	1	1	0
5073	Alkalibacterium gilvum	Alkalibacterium	Firmicutes	Bacteria	Bacilli	0	0	0
5074	Xiangella phaseoli	Xiangella	Actinobacteria	Bacteria	Micromonosporales	0	0	0
5075	Deinococcus reticulitermitis	Deinococcus	Deinococcus-Thermus	Bacteria	Deinococci	0	0	0
5076	Cyclobacterium halophilum	Cyclobacterium	Bacteroidetes	Bacteria	Cytophagia	0	0	0
5077	Jannaschia helgolandensis	Jannaschia	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5078	Loktanella koreensis	Loktanella	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
5079	Alkalibacterium pelagium	Alkalibacterium	Firmicutes	Bacteria	Bacilli	0	0	0
5080	Nonomuraea pusilla	Nonomuraea	Actinobacteria	Bacteria	Streptosporangiales	1	1	0
5081	Parapedobacter koreensis	Parapedobacter	Bacteroidetes	Bacteria	Sphingobacteriia	0	0	0
5082	Aquimarina amphilecti	Aquimarina	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5083	Roseovarius azorensis	Roseovarius	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
5084	Ectothiorhodospira marina	Ectothiorhodospira	Proteobacteria	Bacteria	Gammaproteobacteria	2	2	1
5085	Bosea lupini	Bosea	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5086	Pacificibacter marinus	Pacificibacter	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5087	Pseudosphingobacterium domesticum	Pseudosphingobacterium	Bacteroidetes	Bacteria	Sphingobacteriia	0	0	0
5088	Methanobrevibacter gottschalkii	Methanobrevibacter	Euryarchaeota	Archaea	Methanobacteria	0	0	0
5089	Rhizobium oryzae	Rhizobium	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5090	Chitinophaga rupis	Chitinophaga	Bacteroidetes	Bacteria	Chitinophagia	0	0	0
5091	Halomonas daqiaonensis	Halomonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5092	Pseudomonas hussainii	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5093	Nitrosovibrio tenuis	Nitrosovibrio	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
5094	Pasteurella skyensis	Pasteurella	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5095	Roseovarius tolerans	Roseovarius	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
5096	Paenisporosarcina quisquiliarum	Paenisporosarcina	Firmicutes	Bacteria	Bacilli	0	0	0
5097	Syntrophus gentianae	Syntrophus	Proteobacteria	Bacteria	Deltaproteobacteria	0	0	0
5098	Bacillus persicus	Bacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5099	Aliiroseovarius sediminilitoris	Aliiroseovarius	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5100	Gemmobacter aquatilis	Gemmobacter	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5101	Hydrogenoanaerobacterium saccharovorans	Hydrogenoanaerobacterium	Firmicutes	Bacteria	Clostridia	0	0	0
5102	Loktanella fryxellensis	Loktanella	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
5103	Mucilaginibacter gossypiicola	Mucilaginibacter	Bacteroidetes	Bacteria	Sphingobacteriia	0	0	0
5104	Maribius pelagius	Maribius	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
5105	Nitrosomonas marina	Nitrosomonas	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
5106	Lihuaxuella thermophila	Lihuaxuella	Firmicutes	Bacteria	Bacilli	0	0	0
5107	Halorientalis persicus	Halorientalis	Euryarchaeota	Archaea	Halobacteria	1	1	0
5108	Brachymonas denitrificans DSM 15123	Brachymonas	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
5109	Niastella yeongjuensis	Niastella	Bacteroidetes	Bacteria	Chitinophagia	0	0	0
5110	Streptomyces rubidus	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	1	1	0
5111	Paracoccus alcaliphilus	Paracoccus	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5112	Peptostreptococcus russellii	Peptostreptococcus	Firmicutes	Bacteria	Clostridia	0	0	0
5113	Amphibacillus marinus	Amphibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5114	Flavobacterium sinopsychrotolerans	Flavobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5115	Salinihabitans flavidus	Salinihabitans	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5117	Halobacterium jilantaiense	Halobacterium	Euryarchaeota	Archaea	Halobacteria	1	1	0
5118	Blastococcus endophyticus	Blastococcus	Actinobacteria	Bacteria	Geodermatophilales	1	1	0
5119	Amycolatopsis saalfeldensis	Amycolatopsis	Actinobacteria	Bacteria	Pseudonocardiales	1	1	0
5120	Aquisalimonas asiatica	Aquisalimonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5121	Flavobacterium urocaniciphilum	Flavobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5122	Lewinella agarilytica	Lewinella	Bacteroidetes	Bacteria	Saprospiria	0	0	0
5123	Ignavigranum ruoffiae	Ignavigranum	Firmicutes	Bacteria	Bacilli	0	0	0
5124	Piscibacillus halophilus	Piscibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5125	Virgibacillus subterraneus	Virgibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5126	Streptomyces radiopugnans	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	1	1	0
5127	Litorimicrobium taeanense	Litorimicrobium	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5128	Aliicoccus persicus	Aliicoccus	Firmicutes	Bacteria	Bacilli	0	0	0
5129	Chitinophaga arvensicola	Chitinophaga	Bacteroidetes	Bacteria	Chitinophagia	0	0	0
5130	Friedmanniella flava	Friedmanniella	Actinobacteria	Bacteria	Propionibacteriales	1	1	0
5131	Natrinema salaciae	Natrinema	Euryarchaeota	Archaea	Halobacteria	1	1	0
5132	Pseudovibrio axinellae	Pseudovibrio	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5133	Prevotella aff. ruminicola Tc2-24	Prevotella	Bacteroidetes	Bacteria	Bacteroidia	0	0	0
5134	Ectothiorhodospira magna	Ectothiorhodospira	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0
5135	Lentzea albida	Lentzea	Actinobacteria	Bacteria	Pseudonocardiales	1	1	0
5136	Solimonas aquatica	Solimonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5137	Flavobacterium frigoris	Flavobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5138	Amphritea atlantica	Amphritea	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5139	Rosenbergiella nectarea	Rosenbergiella	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5140	Giesbergeria anulus	Giesbergeria	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
5141	Granulicatella balaenopterae	Granulicatella	Firmicutes	Bacteria	Bacilli	0	0	0
5142	Fabibacter pacificus	Fabibacter	Bacteroidetes	Bacteria	Cytophagia	0	0	0
5143	Pedobacter rhizosphaerae	Pedobacter	Bacteroidetes	Bacteria	Sphingobacteriia	0	0	0
5144	Actinokineospora terrae	Actinokineospora	Actinobacteria	Bacteria	Pseudonocardiales	1	1	0
5145	Gracilibacillus ureilyticus	Gracilibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5146	Streptomyces qinglanensis	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	1	1	0
5147	Corynebacterium cystitidis DSM 20524	Corynebacterium	Actinobacteria	Bacteria	Corynebacteriales	0	0	0
5148	Salisediminibacterium haloalkalitolerans	Salisediminibacterium	Firmicutes	Bacteria	Bacilli	0	0	0
5149	Halomonas subterranea	Halomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0
5150	Roseivivax roseus	Roseivivax	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
5151	Isobaculum melis	Isobaculum	Firmicutes	Bacteria	Bacilli	0	0	0
5152	Propionibacterium cyclohexanicum	Propionibacterium	Actinobacteria	Bacteria	Propionibacteriales	0	0	0
5153	Phycicoccus cremeus	Phycicoccus	Actinobacteria	Bacteria	Micrococcales	0	0	0
5154	Thorsellia anophelis DSM 18579	Thorsellia	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5155	Salinibacillus kushneri	Salinibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5156	Oceanobacillus limi	Oceanobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5157	Chryseobacterium wanjuense	Chryseobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5158	Halanaerobium congolense	Halanaerobium	Firmicutes	Bacteria	Clostridia	0	0	0
5159	Marinobacter segnicrescens	Marinobacter	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5160	Natronincola peptidivorans	Natronincola	Firmicutes	Bacteria	Clostridia	0	0	0
5161	Methanococcoides vulcani	Methanococcoides	Euryarchaeota	Archaea	Methanomicrobia	3	3	0
5162	Paracoccus homiensis	Paracoccus	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5163	Thalassotalea agarivorans	Thalassotalea	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5164	Desulfuromonas acetexigens	Desulfuromonas	Proteobacteria	Bacteria	Deltaproteobacteria	1	1	1
5165	Pedobacter suwonensis	Pedobacter	Bacteroidetes	Bacteria	Sphingobacteriia	0	0	0
5166	Pseudomonas otitidis	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	1
5167	Poseidonocella pacifica	Poseidonocella	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5168	Amycolatopsis marina	Amycolatopsis	Actinobacteria	Bacteria	Pseudonocardiales	2	1	0
5169	Cellulomonas marina	Cellulomonas	Actinobacteria	Bacteria	Micrococcales	0	0	0
5170	Halorubrum sodomense	Halorubrum	Euryarchaeota	Archaea	Halobacteria	0	0	0
5171	Litoreibacter janthinus	Litoreibacter	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5172	Clostridium frigidicarnis	Clostridium	Firmicutes	Bacteria	Clostridia	0	0	0
5173	Algoriphagus aquimarinus	Algoriphagus	Bacteroidetes	Bacteria	Cytophagia	0	0	0
5174	Nocardioides alpinus	Nocardioides	Actinobacteria	Bacteria	Propionibacteriales	0	0	0
5175	Lentibacillus halodurans	Lentibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5176	Acetitomaculum ruminis DSM 5522	Acetitomaculum	Firmicutes	Bacteria	Clostridia	0	0	0
5177	Zunongwangia mangrovi	Zunongwangia	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5178	Brevinema andersonii	Brevinema	Spirochaetes	Bacteria	Brevinematales	0	0	0
5179	Halogeometricum rufum	Halogeometricum	Euryarchaeota	Archaea	Halobacteria	0	0	0
5180	Massilia yuzhufengensis	Massilia	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
5181	Marinospirillum celere	Marinospirillum	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5182	Maribacter stanieri	Maribacter	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5183	Flexibacter flexilis DSM 6793	Flexibacter	Bacteroidetes	Bacteria	Cytophagia	0	0	0
5184	Pseudoalteromonas denitrificans DSM 6059	Pseudoalteromonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5185	Parapedobacter composti	Parapedobacter	Bacteroidetes	Bacteria	Sphingobacteriia	0	0	0
5186	Verrucosispora sediminis	Verrucosispora	Actinobacteria	Bacteria	Micromonosporales	0	0	0
5187	Tropicimonas isoalkanivorans	Tropicimonas	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5188	Nocardioides terrae	Nocardioides	Actinobacteria	Bacteria	Propionibacteriales	0	0	0
5189	Streptomyces aidingensis	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	1	1	0
5190	Spirosoma endophyticum	Spirosoma	Bacteroidetes	Bacteria	Cytophagia	2	2	0
5191	Algibacter lectus	Algibacter	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5192	Fructobacillus durionis	Fructobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5193	Alkalibacterium subtropicum	Alkalibacterium	Firmicutes	Bacteria	Bacilli	0	0	0
5194	Clostridium uliginosum	Clostridium	Firmicutes	Bacteria	Clostridia	0	0	0
5195	Geodermatophilus taihuensis	Geodermatophilus	Actinobacteria	Bacteria	Geodermatophilales	2	2	0
5196	Pseudooceanicola nitratireducens	Pseudooceanicola	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5197	Saccharopolyspora jiangxiensis	Saccharopolyspora	Actinobacteria	Bacteria	Pseudonocardiales	1	1	0
5198	Kushneria avicenniae	Kushneria	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0
5199	Algibacter pectinivorans	Algibacter	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5200	Thiohalospira halophila DSM 15071	Thiohalospira	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5201	Lactobacillus bombicola	Lactobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5202	Acidovorax konjaci	Acidovorax	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
5203	Paenibacillus catalpae	Paenibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5204	Lentibacillus persicus	Lentibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5205	Sulfitobacter brevis	Sulfitobacter	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5206	Streptomyces alni	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	1	1	0
5207	Succiniclasticum ruminis DSM 9236	Succiniclasticum	Firmicutes	Bacteria	Negativicutes	2	2	0
5208	Trichococcus pasteurii	Trichococcus	Firmicutes	Bacteria	Bacilli	0	0	0
5209	Flavobacterium xueshanense	Flavobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5210	Lactobacillus rogosae	Lactobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5211	Sunxiuqinia elliptica	Sunxiuqinia	Bacteroidetes	Bacteria	Bacteroidia	0	0	0
5212	Actinoplanes philippinensis	Actinoplanes	Actinobacteria	Bacteria	Micromonosporales	1	1	0
5213	Alteribacillus iranensis	Alteribacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5214	Acidovorax wautersii	Acidovorax	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
5215	Thermoflexibacter ruber	Thermoflexibacter	Bacteroidetes	Bacteria	Cytophagia	0	0	0
5216	Sanguibacter marinus	Sanguibacter	Actinobacteria	Bacteria	Micrococcales	0	0	0
5217	Fontimonas thermophila	Fontimonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5218	Actinopolymorpha cephalotaxi	Actinopolymorpha	Actinobacteria	Bacteria	Propionibacteriales	0	0	0
5219	Planifilum fulgidum	Planifilum	Firmicutes	Bacteria	Bacilli	0	0	0
5220	Neptunomonas qingdaonensis	Neptunomonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5221	Pontibacter chinhatensis	Pontibacter	Bacteroidetes	Bacteria	Cytophagia	0	0	0
5222	Sporolactobacillus nakayamae	Sporolactobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5223	Desulfotomaculum arcticum	Desulfotomaculum	Firmicutes	Bacteria	Clostridia	2	2	0
5224	Algoriphagus hitonicola	Algoriphagus	Bacteroidetes	Bacteria	Cytophagia	0	0	0
5225	Corynebacterium spheniscorum	Corynebacterium	Actinobacteria	Bacteria	Corynebacteriales	0	0	0
5226	Methylobacterium gossipiicola	Methylobacterium	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
5227	Pedobacter insulae	Pedobacter	Bacteroidetes	Bacteria	Sphingobacteriia	0	0	0
5228	Planctomicrobium piriforme	Planctomicrobium	Planctomycetes	Bacteria	Planctomycetia	0	0	0
5229	Nocardioides psychrotolerans	Nocardioides	Actinobacteria	Bacteria	Propionibacteriales	1	1	0
5230	Albimonas pacifica	Albimonas	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
5231	Pseudomonas guineae	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	1
5232	Parapedobacter indicus	Parapedobacter	Bacteroidetes	Bacteria	Sphingobacteriia	0	0	0
5233	Chryseobacterium frigidisoli	Chryseobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5234	Paraburkholderia megapolitana	Paraburkholderia	Proteobacteria	Bacteria	Betaproteobacteria	2	1	1
5235	Jannaschia pohangensis	Jannaschia	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
5236	Aquamicrobium aerolatum DSM 21857	Aquamicrobium	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5237	Celeribacter neptunius	Celeribacter	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5238	Natronobacterium gregoryi	Natronobacterium	Euryarchaeota	Archaea	Halobacteria	1	1	0
5239	Amycolatopsis sacchari	Amycolatopsis	Actinobacteria	Bacteria	Pseudonocardiales	1	1	0
5240	Thermoflavimicrobium dichotomicum	Thermoflavimicrobium	Firmicutes	Bacteria	Bacilli	0	0	0
5241	Myroides guanonis	Myroides	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5242	Celeribacter halophilus	Celeribacter	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5243	Marinobacter persicus	Marinobacter	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5244	Pseudovibrio ascidiaceicola	Pseudovibrio	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5245	Flaviramulus basaltis	Flaviramulus	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5246	Methylocapsa palsarum	Methylocapsa	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
5247	Nitrosomonas aestuarii	Nitrosomonas	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
5248	Roseomonas stagni DSM 19981	Roseomonas	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
5249	Rhodanobacter glycinis	Rhodanobacter	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5250	Geodermatophilus ruber	Geodermatophilus	Actinobacteria	Bacteria	Geodermatophilales	2	2	0
5251	Halomicrobium zhouii	Halomicrobium	Euryarchaeota	Archaea	Halobacteria	1	1	0
5252	Loktanella salsilacus	Loktanella	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5253	Halanaerobium salsuginis	Halanaerobium	Firmicutes	Bacteria	Clostridia	0	0	0
5254	Granulicella pectinivorans	Granulicella	Acidobacteria	Bacteria	Acidobacteriales	2	2	0
5255	Thalassobius aestuarii	Thalassobius	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5256	Gracilibacillus orientalis	Gracilibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5257	Loktanella litorea	Loktanella	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
5258	Rugamonas rubra	Rugamonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0
5259	Pseudomonas pachastrellae	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5260	Marinobacter zhejiangensis	Marinobacter	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5261	Nitrosomonas nitrosa	Nitrosomonas	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
5262	Agrococcus baldri	Agrococcus	Actinobacteria	Bacteria	Micrococcales	0	0	0
5263	Pseudomonas yangmingensis	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5264	Methanolobus profundi	Methanolobus	Euryarchaeota	Archaea	Methanomicrobia	0	0	0
5265	Ectothiorhodospira mobilis	Ectothiorhodospira	Proteobacteria	Bacteria	Gammaproteobacteria	2	2	1
5266	Thermodesulforhabdus norvegica	Thermodesulforhabdus	Proteobacteria	Bacteria	Deltaproteobacteria	2	2	0
5267	Pseudonocardia ammonioxydans	Pseudonocardia	Actinobacteria	Bacteria	Pseudonocardiales	1	1	0
5268	Algoriella xinjiangensis	Algoriella	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5269	Izhakiella capsodis	Izhakiella	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5270	Formivibrio citricus	Formivibrio	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
5271	Dokdonella immobilis	Dokdonella	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5272	Actinomadura madurae	Actinomadura	Actinobacteria	Bacteria	Streptosporangiales	2	2	0
5273	Loktanella tamlensis	Loktanella	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5274	Flavobacterium ummariense	Flavobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5275	Nitrosospira briensis	Nitrosospira	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
5276	Salegentibacter flavus	Salegentibacter	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5277	Mycetocola miduiensis	Mycetocola	Actinobacteria	Bacteria	Micrococcales	0	0	0
5278	Roseovarius lutimaris	Roseovarius	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5279	Bizionia echini	Bizionia	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5280	Xenorhabdus japonica	Xenorhabdus	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5281	Robiginitalea myxolifaciens	Robiginitalea	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5282	Marinobacter daqiaonensis	Marinobacter	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5283	Algoriphagus ornithinivorans	Algoriphagus	Bacteroidetes	Bacteria	Cytophagia	0	0	0
5284	Amycolatopsis rubida	Amycolatopsis	Actinobacteria	Bacteria	Pseudonocardiales	2	1	0
5285	Anaerocolumna aminovalerica	Anaerocolumna	Firmicutes	Bacteria	Clostridia	0	0	0
5286	Geodermatophilus obscurus	Geodermatophilus	Actinobacteria	Bacteria	Geodermatophilales	2	2	0
5287	Halolactibacillus alkaliphilus	Halolactibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5288	Enterovibrio norvegicus DSM 15893	Enterovibrio	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5289	Pseudomonas borbori	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5290	Yuhushiella deserti	Yuhushiella	Actinobacteria	Bacteria	Pseudonocardiales	1	1	0
5291	Erythrobacter nanhaisediminis	Erythrobacter	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5292	Tranquillimonas alkanivorans	Tranquillimonas	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
5293	Hydrogenimonas thermophila	Hydrogenimonas	Proteobacteria	Bacteria	Epsilonproteobacteria	0	0	0
5294	Ruminobacter amylophilus	Ruminobacter	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5295	Pseudarcicella hirudinis	Pseudarcicella	Bacteroidetes	Bacteria	Cytophagia	0	0	0
5296	Frateuria terrea	Frateuria	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5297	Pseudomonas sagittaria	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	1
5298	Butyrivibrio proteoclasticus	Butyrivibrio	Firmicutes	Bacteria	Clostridia	0	0	0
5299	Sphingomonas rubra	Sphingomonas	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5300	Parafilimonas terrae	Parafilimonas	Bacteroidetes	Bacteria	Chitinophagia	0	0	0
5301	Halogeometricum limi	Halogeometricum	Euryarchaeota	Archaea	Halobacteria	0	0	0
5302	Roseivivax halotolerans	Roseivivax	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
5303	Desemzia incerta	Desemzia	Firmicutes	Bacteria	Bacilli	0	0	0
5304	Donghicola eburneus	Donghicola	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5305	Pseudomonas formosensis	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5306	Desulfotomaculum geothermicum	Desulfotomaculum	Firmicutes	Bacteria	Clostridia	0	0	0
5307	Poseidonocella sedimentorum	Poseidonocella	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5308	Desulfovibrio piger	Desulfovibrio	Proteobacteria	Bacteria	Deltaproteobacteria	0	0	0
5309	Brevundimonas viscosa	Brevundimonas	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5310	Lutibacter maritimus	Lutibacter	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5311	Saccharopolyspora flava	Saccharopolyspora	Actinobacteria	Bacteria	Pseudonocardiales	1	1	0
5312	Hyphomicrobium facile	Hyphomicrobium	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5313	Yangia pacifica	Yangia	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5314	Halostagnicola kamekurae	Halostagnicola	Euryarchaeota	Archaea	Halobacteria	1	1	0
5315	Sphingobacterium wenxiniae	Sphingobacterium	Bacteroidetes	Bacteria	Sphingobacteriia	0	0	0
5316	Marininema halotolerans	Marininema	Firmicutes	Bacteria	Bacilli	0	0	0
5317	Halolactibacillus miurensis	Halolactibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5318	Sulfitobacter marinus	Sulfitobacter	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5319	Zhouia amylolytica	Zhouia	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
