id	name	genus	phylum	kingdom	tax2	num_M	num_bchlD	num_bchlD_fs
1271	Acetomicrobium mobile DSM 13181	Acetomicrobium	Synergistetes	Bacteria	Synergistia	0	0	0
1272	Desulfomonile tiedjei DSM 6799	Desulfomonile	Proteobacteria	Bacteria	Deltaproteobacteria	2	2	0
1273	Scardovia wiggsiae F0424	Scardovia	Actinobacteria	Bacteria	Bifidobacteriales	0	0	0
1274	Actinomyces massiliensis 4401292	Actinomyces	Actinobacteria	Bacteria	Actinomycetales	0	0	0
1275	Fictibacillus macauensis ZFHKF-1	Fictibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
1276	Alkalibacillus haloalkaliphilus C5	Alkalibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
1277	Lactococcus garvieae ATCC 49156	Lactococcus	Firmicutes	Bacteria	Bacilli	0	0	0
1278	Kitasatospora setae KM-6054	Kitasatospora	Actinobacteria	Bacteria	Streptomycetales	1	1	0
1279	Erysipelothrix rhusiopathiae str. Fujisawa	Erysipelothrix	Firmicutes	Bacteria	Erysipelotrichia	0	0	0
1280	Microlunatus phosphovorus NM-1	Microlunatus	Actinobacteria	Bacteria	Propionibacteriales	1	1	0
1281	Hydrocarboniphaga effusa AP103	Hydrocarboniphaga	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
1282	Enterococcus hirae ATCC 9790	Enterococcus	Firmicutes	Bacteria	Bacilli	0	0	0
1283	Pelosinus fermentans JBW45	Pelosinus	Firmicutes	Bacteria	Negativicutes	0	0	0
1284	Alishewanella agri BL06	Alishewanella	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
1285	Vibrio genomosp. F6 str. FF-238	Vibrio	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
1286	Bacteroides nordii CL02T12C05	Bacteroides	Bacteroidetes	Bacteria	Bacteroidia	0	0	0
1287	Bartonella birtlesii IBS 325	Bartonella	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1288	Methanofollis liminatans DSM 4140	Methanofollis	Euryarchaeota	Archaea	Methanomicrobia	1	1	0
1289	Taylorella equigenitalis ATCC 35865	Taylorella	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
1290	Moritella dasanensis ArB 0140	Moritella	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
1291	Mycobacterium intracellulare ATCC 13950	Mycobacterium	Actinobacteria	Bacteria	Corynebacteriales	1	1	0
1292	Pseudopropionibacterium propionicum F0230a	Pseudopropionibacterium	Actinobacteria	Bacteria	Propionibacteriales	1	1	0
1293	Mycoplasma wenyonii str. Massachusetts	Mycoplasma	Tenericutes	Bacteria	Mollicutes	0	0	0
1294	Bartonella washoeensis Sb944nv	Bartonella	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1295	Bartonella doshiae NCTC 12862 = ATCC 700133	Bartonella	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1296	Bartonella rattimassiliensis 15908	Bartonella	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1297	Bartonella taylorii 8TBB	Bartonella	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1298	Melioribacter roseus P3M-2	Melioribacter	Ignavibacteriae	Bacteria	Ignavibacteria	0	0	0
1299	Bartonella tamiae Th307	Bartonella	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1300	Bartonella alsatica IBS 382	Bartonella	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1301	Streptomyces auratus AGR0001	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	0	0	0
1302	Catenovulum agarivorans YM01	Catenovulum	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
1303	Caldilinea aerophila DSM 14535 = NBRC 104270	Caldilinea	Chloroflexi	Bacteria	Caldilineae	1	1	1
1304	Melaminivora alkalimesophila	Melaminivora	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
1305	Methylocystis parvus OBBP	Methylocystis	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1306	Oscillibacter valericigenes Sjm18-20	Oscillibacter	Firmicutes	Bacteria	Clostridia	0	0	0
1307	Rickettsia japonica YH	Rickettsia	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1308	Tetragenococcus halophilus NBRC 12172	Tetragenococcus	Firmicutes	Bacteria	Bacilli	0	0	0
1309	Sinorhizobium fredii HH103	Sinorhizobium	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1310	Blastococcus saxobsidens DD2	Blastococcus	Actinobacteria	Bacteria	Geodermatophilales	2	2	0
1311	Nocardia cyriacigeorgica GUH-2	Nocardia	Actinobacteria	Bacteria	Corynebacteriales	1	1	0
1312	Rickettsia rhipicephali str. 3-7-female6-CWPP	Rickettsia	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1313	Selenomonas ruminantium subsp. lactilytica TAM6421	Selenomonas	Firmicutes	Bacteria	Negativicutes	0	0	0
1314	Phycisphaera mikurensis NBRC 102666	Phycisphaera	Planctomycetes	Bacteria	Phycisphaerae	0	0	0
1315	Rickettsia australis str. Cutlack	Rickettsia	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1316	Rubrivivax gelatinosus IL144	Rubrivivax	Proteobacteria	Bacteria	Betaproteobacteria	2	2	1
1317	Actinoplanes missouriensis 431	Actinoplanes	Actinobacteria	Bacteria	Micromonosporales	1	1	0
1318	Leptospirillum ferrooxidans C2-3	Leptospirillum	Nitrospirae	Bacteria	Nitrospirales	0	0	0
1319	Caldisericum exile AZM16c01	Caldisericum	Caldiserica	Bacteria	Caldisericia	0	0	0
1320	Bradyrhizobium japonicum USDA 6	Bradyrhizobium	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1321	Pararhodospirillum photometricum DSM 122	Pararhodospirillum	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1322	Halobacillus halophilus DSM 2266	Halobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
1323	Marinobacter hydrocarbonoclasticus ATCC 49840	Marinobacter	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
1324	Ureibacillus thermosphaericus str. Thermo-BF	Ureibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
1325	Oceanobacillus massiliensis str. N'diop	Oceanobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
1326	Paenibacillus senegalensis JC66	Paenibacillus	Firmicutes	Bacteria	Bacilli	1	1	0
1327	Bacillus timonensis	Bacillus	Firmicutes	Bacteria	Bacilli	0	0	0
1328	Kurthia massiliensis	Kurthia	Firmicutes	Bacteria	Bacilli	0	0	0
1329	Clostridium senegalense JC122	Clostridium	Firmicutes	Bacteria	Clostridia	0	0	0
1330	Kurthia senegalensis	Kurthia	Firmicutes	Bacteria	Bacilli	0	0	0
1331	Brevibacterium senegalense	Brevibacterium	Actinobacteria	Bacteria	Micrococcales	0	0	0
1332	Brevibacterium ravenspurgense 5401308 = CCUG 53855	Brevibacterium	Actinobacteria	Bacteria	Micrococcales	0	0	0
1333	Streptococcus ratti FA-1 = DSM 20564	Streptococcus	Firmicutes	Bacteria	Bacilli	0	0	0
1334	Staphylococcus vitulinus F1028	Staphylococcus	Firmicutes	Bacteria	Bacilli	0	0	0
1335	Staphylococcus lentus F1142	Staphylococcus	Firmicutes	Bacteria	Bacilli	0	0	0
1336	Morganella morganii subsp. morganii KT	Morganella	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
1337	Vibrio genomosp. F10 str. ZF-129	Vibrio	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
1338	Bacillus alcalophilus ATCC 27647 = CGMCC 1.3604	Bacillus	Firmicutes	Bacteria	Bacilli	0	0	0
1339	Paenibacillus alvei DSM 29	Paenibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
1340	Nocardiopsis alba ATCC BAA-2165	Nocardiopsis	Actinobacteria	Bacteria	Streptosporangiales	1	1	0
1341	Phaeospirillum molischianum DSM 120	Phaeospirillum	Proteobacteria	Bacteria	Alphaproteobacteria	4	2	0
1342	Bacillus oceanisediminis 2691	Bacillus	Firmicutes	Bacteria	Bacilli	0	0	0
1343	Actinomyces timonensis DSM 23838	Actinomyces	Actinobacteria	Bacteria	Actinomycetales	0	0	0
1344	Staphylococcus arlettae CVD059	Staphylococcus	Firmicutes	Bacteria	Bacilli	0	0	0
1345	Turicella otitidis ATCC 51513	Turicella	Actinobacteria	Bacteria	Corynebacteriales	0	0	0
1346	Slackia piriformis YIT 12062	Slackia	Actinobacteria	Bacteria	Coriobacteriia	0	0	0
1347	Barnesiella intestinihominis YIT 11860	Barnesiella	Bacteroidetes	Bacteria	Bacteroidia	0	0	0
1348	Actinomyces turicensis ACS-279-V-Col4	Actinomyces	Actinobacteria	Bacteria	Actinomycetales	0	0	0
1349	Rheinheimera nanhaiensis E407-8	Rheinheimera	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
1350	Fibrisoma limi BUZ 3	Fibrisoma	Bacteroidetes	Bacteria	Cytophagia	0	0	0
1351	Lactobacillus hominis DSM 23910 = CRBIP 24.179	Lactobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
1352	Lactobacillus pasteurii DSM 23907 = CRBIP 24.76	Lactobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
1353	Sulfuricella denitrificans skB26	Sulfuricella	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
1354	Treponema primitia ZAS-1	Treponema	Spirochaetes	Bacteria	Spirochaetales	0	0	0
1355	Caloramator australicus RC3	Caloramator	Firmicutes	Bacteria	Clostridia	0	0	0
1356	Streptomyces tsukubensis NRRL18488	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	0	0	0
1357	Nitrolancea hollandica Lb	Nitrolancea	Chloroflexi	Bacteria	Sphaerobacteridae	0	0	0
1358	Micromonospora lupini str. Lupac 08	Micromonospora	Actinobacteria	Bacteria	Micromonosporales	1	1	0
1359	Janibacter hoylei PVAS-1	Janibacter	Actinobacteria	Bacteria	Micrococcales	0	0	0
1360	Sutterella wadsworthensis 2_1_59BFAA	Sutterella	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
1361	Staphylococcus massiliensis CCUG 55927	Staphylococcus	Firmicutes	Bacteria	Bacilli	0	0	0
1362	Lactobacillus buchneri CD034	Lactobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
1363	Austwickia chelonae NBRC 105200	Austwickia	Actinobacteria	Bacteria	Micrococcales	1	1	0
1364	Gordonia rhizosphera NBRC 16068	Gordonia	Actinobacteria	Bacteria	Corynebacteriales	1	1	0
1365	Kineosphaera limosa NBRC 100340	Kineosphaera	Actinobacteria	Bacteria	Micrococcales	1	1	0
1366	Cecembia lonarensis LW9	Cecembia	Bacteroidetes	Bacteria	Cytophagia	0	0	0
1367	Leptospirillum ferriphilum ML-04	Leptospirillum	Nitrospirae	Bacteria	Nitrospirales	0	0	0
1368	Microbacterium barkeri 2011-R4	Microbacterium	Actinobacteria	Bacteria	Micrococcales	0	0	0
1369	Alcanivorax pacificus W11-5	Alcanivorax	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
1370	Gottschalkia acidurici 9a	Gottschalkia	Firmicutes	Bacteria	Tissierellia	0	0	0
1371	Escherichia coli O104:H4 str. 2011C-3493	Escherichia	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
1372	Oceaniovalibus guishaninsula JLT2003	Oceaniovalibus	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1373	Idiomarina xiamenensis 10-D-4	Idiomarina	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
1374	Gallaecimonas xiamenensis 3-C-1	Gallaecimonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
1375	Oceanibaculum indicum P24	Oceanibaculum	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
1376	Alcanivorax dieselolei B5	Alcanivorax	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
1377	Leuconostoc carnosum JB16	Leuconostoc	Firmicutes	Bacteria	Bacilli	0	0	0
1378	Thalassospira xiamenensis M-5 = DSM 17429	Thalassospira	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1379	Thalassospira profundimaris WP0211	Thalassospira	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1380	Piscirickettsia salmonis LF-89 = ATCC VR-1361	Piscirickettsia	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
1381	Nitratireductor pacificus pht-3B	Nitratireductor	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1382	Kosakonia sacchari SP1	Kosakonia	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
1383	Nitratireductor indicus C115	Nitratireductor	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1384	Gayadomonas joobiniege G7	Gayadomonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
1385	Agrobacterium albertimagni AOL15	Agrobacterium	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
1386	Galbibacter marinus	Galbibacter	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
1387	Alcanivorax hongdengensis A-11-3	Alcanivorax	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
1388	Facklamia hominis CCUG 36813	Facklamia	Firmicutes	Bacteria	Bacilli	0	0	0
1389	Facklamia ignava CCUG 37419	Facklamia	Firmicutes	Bacteria	Bacilli	0	0	0
1390	Bergeyella zoohelcum ATCC 43767	Bergeyella	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
1391	Methanobacterium formicicum DSM 3637	Methanobacterium	Euryarchaeota	Archaea	Methanobacteria	1	1	1
1392	Pedobacter arcticus A12	Pedobacter	Bacteroidetes	Bacteria	Sphingobacteriia	0	0	0
1393	Bifidobacterium asteroides PRL2011	Bifidobacterium	Actinobacteria	Bacteria	Bifidobacteriales	0	0	0
1394	Leptospira meyeri serovar Hardjo str. Went 5	Leptospira	Spirochaetes	Bacteria	Leptospirales	0	0	0
1395	Microbacterium yannicii PS01	Microbacterium	Actinobacteria	Bacteria	Micrococcales	0	0	0
1396	Methanoculleus bourgensis MS2	Methanoculleus	Euryarchaeota	Archaea	Methanomicrobia	1	1	0
1397	Pseudaminobacter salicylatoxidans KCT001	Pseudaminobacter	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1398	Bacillus psychrosaccharolyticus ATCC 23296	Bacillus	Firmicutes	Bacteria	Bacilli	0	0	0
1399	Simiduia agarivorans SA1 = DSM 21679	Simiduia	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
1400	Thermacetogenium phaeum DSM 12270	Thermacetogenium	Firmicutes	Bacteria	Clostridia	2	2	0
1401	Leptospira wolffii serovar Khorat str. Khorat-H2	Leptospira	Spirochaetes	Bacteria	Leptospirales	0	0	0
1402	Leptospira noguchii serovar Panama str. CZ214	Leptospira	Spirochaetes	Bacteria	Leptospirales	0	0	0
1403	Methanolobus psychrophilus R15	Methanolobus	Euryarchaeota	Archaea	Methanomicrobia	0	0	0
1404	Haloferax mediterranei ATCC 33500	Haloferax	Euryarchaeota	Archaea	Halobacteria	1	1	0
1405	Modestobacter marinus	Modestobacter	Actinobacteria	Bacteria	Geodermatophilales	2	2	0
1406	Wolbachia endosymbiont of Onchocerca ochengi	Wolbachia	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1407	Amphibacillus jilinensis Y1	Amphibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
1408	Desulfobacula toluolica Tol2	Desulfobacula	Proteobacteria	Bacteria	Deltaproteobacteria	1	1	0
1409	Amphibacillus xylanus NBRC 15112	Amphibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
1410	Anaerococcus vaginalis	Anaerococcus	Firmicutes	Bacteria	Tissierellia	0	0	0
1411	Oscillibacter ruminantium GH1	Oscillibacter	Firmicutes	Bacteria	Clostridia	0	0	0
1412	Parabacteroides johnsonii CL02T12C29	Parabacteroides	Bacteroidetes	Bacteria	Bacteroidia	0	0	0
1413	Bacillus azotoformans LMG 9581	Bacillus	Firmicutes	Bacteria	Bacilli	0	0	0
1414	Bacillus bataviensis LMG 21833	Bacillus	Firmicutes	Bacteria	Bacilli	0	0	0
1415	Pusillimonas noertemannii BS8	Pusillimonas	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
1416	Methanomassiliicoccus luminyensis B10	Methanomassiliicoccus	Euryarchaeota	Archaea	Thermoplasmata	2	2	0
1417	Anaerococcus pacaensis 9403502	Anaerococcus	Firmicutes	Bacteria	Tissierellia	0	0	0
1418	Levyella massiliensis	Levyella	Firmicutes	Bacteria	Clostridia	0	0	0
1419	Afipia birgiae 34632	Afipia	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1420	Legionella tunisiensis	Legionella	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
1421	Nocardia asteroides NBRC 15531	Nocardia	Actinobacteria	Bacteria	Corynebacteriales	1	1	0
1422	Nocardia brevicatena NBRC 12119	Nocardia	Actinobacteria	Bacteria	Corynebacteriales	1	1	0
1423	Nocardia carnea NBRC 14403	Nocardia	Actinobacteria	Bacteria	Corynebacteriales	1	1	0
1424	Nocardia higoensis NBRC 100133	Nocardia	Actinobacteria	Bacteria	Corynebacteriales	1	1	0
1425	Nocardia jiangxiensis NBRC 101359	Nocardia	Actinobacteria	Bacteria	Corynebacteriales	1	1	0
1426	Nocardia otitidiscaviarum NBRC 14405	Nocardia	Actinobacteria	Bacteria	Corynebacteriales	1	1	1
1427	Nocardia niigatensis NBRC 100131	Nocardia	Actinobacteria	Bacteria	Corynebacteriales	1	1	0
1428	Nocardia paucivorans NBRC 100373	Nocardia	Actinobacteria	Bacteria	Corynebacteriales	1	1	0
1429	Nocardia takedensis NBRC 100417	Nocardia	Actinobacteria	Bacteria	Corynebacteriales	1	1	0
1430	Nocardia tenerifensis NBRC 101015	Nocardia	Actinobacteria	Bacteria	Corynebacteriales	0	0	0
1431	Nocardia pneumoniae NBRC 100136	Nocardia	Actinobacteria	Bacteria	Corynebacteriales	1	1	0
1432	Nocardia thailandica NBRC 100428	Nocardia	Actinobacteria	Bacteria	Corynebacteriales	0	0	0
1433	Nocardia vinacea NBRC 16497	Nocardia	Actinobacteria	Bacteria	Corynebacteriales	1	1	0
1434	Nocardia veterana NBRC 100344	Nocardia	Actinobacteria	Bacteria	Corynebacteriales	1	1	0
1435	Nocardia transvalensis NBRC 15921	Nocardia	Actinobacteria	Bacteria	Corynebacteriales	1	1	0
1436	Occidentia massiliensis	Occidentia	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1437	Nodosilinea nodulosa PCC 7104	Nodosilinea	Cyanobacteria	Bacteria	Synechococcales	1	1	0
1438	Thermus oshimai JL-2	Thermus	Deinococcus-Thermus	Bacteria	Deinococci	0	0	0
1439	Oscillatoriales cyanobacterium JSC-12	Oscillatoriales	Cyanobacteria	Bacteria	Oscillatoriophycideae	1	1	0
1440	Thauera aminoaromatica S2	Thauera	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
1441	Bacillus massiliosenegalensis JC6	Bacillus	Firmicutes	Bacteria	Bacilli	0	0	0
1442	Anaerococcus obesiensis ph10	Anaerococcus	Firmicutes	Bacteria	Tissierellia	0	0	0
1443	Gluconobacter oxydans H24	Gluconobacter	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1444	Brevibacillus massiliensis	Brevibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
1445	Peptoniphilus grossensis ph5	Peptoniphilus	Firmicutes	Bacteria	Tissierellia	0	0	0
1446	Enorma massiliensis phI	Enorma	Actinobacteria	Bacteria	Coriobacteriia	0	0	0
1447	Peptoniphilus obesi ph1	Peptoniphilus	Firmicutes	Bacteria	Tissierellia	0	0	0
1448	Alistipes obesi	Alistipes	Bacteroidetes	Bacteria	Bacteroidia	0	0	0
1449	Kallipyga massiliensis ph2	Kallipyga	Firmicutes	Bacteria	Tissierellia	0	0	0
1450	Cellulomonas massiliensis JC225	Cellulomonas	Actinobacteria	Bacteria	Micrococcales	0	0	0
1451	Peptoniphilus timonensis JC401	Peptoniphilus	Firmicutes	Bacteria	Tissierellia	0	0	0
1452	Noviherbaspirillum massiliense JC206	Noviherbaspirillum	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
1453	Aeromicrobium massiliense JC14	Aeromicrobium	Actinobacteria	Bacteria	Propionibacteriales	1	1	0
1454	Timonella senegalensis JC301	Timonella	Actinobacteria	Bacteria	Micrococcales	0	0	0
1455	Alistipes senegalensis JC50	Alistipes	Bacteroidetes	Bacteria	Bacteroidia	0	0	0
1456	Corynebacterium timonense 5401744	Corynebacterium	Actinobacteria	Bacteria	Corynebacteriales	0	0	0
1457	Anaerococcus provencensis	Anaerococcus	Firmicutes	Bacteria	Tissierellia	0	0	0
1458	Lactobacillus ingluviei str. Autruche 4	Lactobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
1459	Reyranella massiliensis 521	Reyranella	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1460	Phocaeicola abscessus CCUG 55929	Phocaeicola	Bacteroidetes	Bacteria	Bacteroidia	0	0	0
1461	Fenollaria massiliensis	Fenollaria	Firmicutes	Bacteria	Clostridia	0	0	0
1462	Bartonella florencae	Bartonella	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1463	Bartonella senegalensis OS02	Bartonella	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1464	Bartonella rattaustraliani AUST/NH4	Bartonella	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1465	Leptospira santarosai serovar Shermani str. LT 821	Leptospira	Spirochaetes	Bacteria	Leptospirales	0	0	0
1466	Dielma fastidiosa	Dielma	Firmicutes	Bacteria	Erysipelotrichia	0	0	0
1467	Campylobacter showae CSUNSWCD	Campylobacter	Proteobacteria	Bacteria	Epsilonproteobacteria	0	0	0
1468	Mycoplasma hyorhinis SK76	Mycoplasma	Tenericutes	Bacteria	Mollicutes	0	0	0
1469	Catellicoccus marimammalium M35/04/3	Catellicoccus	Firmicutes	Bacteria	Bacilli	0	0	0
1470	Spirulina subsalsa PCC 9445	Spirulina	Cyanobacteria	Bacteria	Spirulinales	1	1	0
1471	Brevibacterium casei S18	Brevibacterium	Actinobacteria	Bacteria	Micrococcales	0	0	0
1472	Afipia broomeae ATCC 49717	Afipia	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1473	Afipia felis ATCC 53690	Afipia	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1474	Providencia alcalifaciens Dmel2	Providencia	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
1475	Providencia sneebia DSM 19967	Providencia	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
1476	Aliiglaciecola lipolytica E3	Aliiglaciecola	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
1477	Paraglaciecola arctica BSs20135	Paraglaciecola	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
1478	Paraglaciecola polaris LMG 21857	Paraglaciecola	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
1479	Paenibacillus popilliae ATCC 14706	Paenibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
1480	Desulfotomaculum hydrothermale Lam5 = DSM 18033	Desulfotomaculum	Firmicutes	Bacteria	Clostridia	0	0	0
1481	Alloiococcus otitis ATCC 51267	Alloiococcus	Firmicutes	Bacteria	Bacilli	0	0	0
1482	Veillonella seminalis ACS-216-V-Col6b	Veillonella	Firmicutes	Bacteria	Negativicutes	0	0	0
1483	Sphingobium yanoikuyae ATCC 51230	Sphingobium	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
1484	Mastigocladopsis repens PCC 10914	Mastigocladopsis	Cyanobacteria	Bacteria	Nostocales	1	1	0
1485	Caenispirillum salinarum AK4	Caenispirillum	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
1486	Cyanobium gracile PCC 6307	Cyanobium	Cyanobacteria	Bacteria	Synechococcales	1	1	0
1487	Pleurocapsa sp. PCC 7327	Pleurocapsa	Cyanobacteria	Bacteria	Pleurocapsales	1	1	0
1488	Oscillatoria acuminata PCC 6304	Oscillatoria	Cyanobacteria	Bacteria	Oscillatoriophycideae	1	1	0
1489	Chroococcidiopsis thermalis PCC 7203	Chroococcidiopsis	Cyanobacteria	Bacteria	Chroococcidiopsidales	1	1	0
1490	Chamaesiphon minutus PCC 6605	Chamaesiphon	Cyanobacteria	Bacteria	Synechococcales	1	1	0
1491	Fischerella thermalis PCC 7521	Fischerella	Cyanobacteria	Bacteria	Nostocales	1	1	0
1492	Chlorogloeopsis fritschii PCC 6912	Chlorogloeopsis	Cyanobacteria	Bacteria	Nostocales	1	1	0
1493	Mycobacterium neoaurum VKM Ac-1815D	Mycobacterium	Actinobacteria	Bacteria	Corynebacteriales	1	1	0
1494	Calothrix sp. PCC 6303	Calothrix	Cyanobacteria	Bacteria	Nostocales	1	1	0
1495	Oscillatoria nigro-viridis PCC 7112	Oscillatoria	Cyanobacteria	Bacteria	Oscillatoriophycideae	1	1	0
1496	Crinalium epipsammum PCC 9333	Crinalium	Cyanobacteria	Bacteria	Oscillatoriophycideae	1	1	0
1497	Cylindrospermum stagnale PCC 7417	Cylindrospermum	Cyanobacteria	Bacteria	Nostocales	1	1	0
1498	Stanieria cyanosphaera PCC 7437	Stanieria	Cyanobacteria	Bacteria	Pleurocapsales	1	1	0
1499	Dactylococcopsis salina PCC 8305	Dactylococcopsis	Cyanobacteria	Bacteria	Synechococcales	1	1	0
1500	Cyanobacterium aponinum PCC 10605	Cyanobacterium	Cyanobacteria	Bacteria	Oscillatoriophycideae	1	1	0
1501	Anabaena cylindrica PCC 7122	Anabaena	Cyanobacteria	Bacteria	Nostocales	1	1	0
1502	Caldisphaera lagunensis DSM 15908	Caldisphaera	Crenarchaeota	Archaea	Thermoprotei	0	0	0
1503	Deinococcus peraridilitoris DSM 19664	Deinococcus	Deinococcus-Thermus	Bacteria	Deinococci	1	1	0
1504	Streptococcus dysgalactiae subsp. equisimilis AC-2713	Streptococcus	Firmicutes	Bacteria	Bacilli	0	0	0
